"","Group","Values"
"119","WT",9.42835551406051
"120","WT",8.14437207840727
"121","WT",9.85627474838675
"122","WT",9.26322158807814
"123","WT",9.56082728260724
"124","WT",8.31181360539591
"125","WT",8.72049595134959
"126","WT",8.25614206682059
"127","WT",10.3657157643846
"128","WT",9.42644545971532
"129","WT",9.28447760592043
"130","WT",9.2850299549492
"131","WT",9.58443225558972
"132","WT",9.90606802399621
"133","WT",8.46582899966856
"134","WT",9.51459473342904
"135","WT",10.163866701319
"136","WT",9.97986106739384
"137","WT",10.5287894753929
"138","WT",9.30452856419954
"139","WT",10.703661896238
"140","WT",9.31155980675934
"141","WT",7.88732816600677
"142","WT",8.90049394487756
"143","WT",9.65619607137485
"144","WT",9.23020115980273
"145","WT",9.15520467577919
"146","WT",10.5839103936332
"147","WT",8.56690144929804
"148","WT",8.78075609606157
"149","WT",9.21725919743346
"150","WT",9.56579154413727
"151","WT",7.69650373109966
"152","WT",10.3103507679413
"153","WT",8.64191603741116
"154","WT",9.65737196297055
"155","WT",9.24788409789656
"156","WT",8.89221708736499
"157","WT",10.2300843897541
"158","WT",9.92180917311243
"159","WT",8.59806354830905
"160","WT",9.4366587478375
"161","WT",9.76384319201969
"162","WT",8.93957451693107
"163","WT",10.234508092193
"164","WT",6.89600745169386
"165","WT",10.1330380109554
"166","WT",9.56770528170935
"167","WT",9.98423629403092
"168","WT",10.1668992189789
"169","WT",9.42056732707292
"170","WT",8.17786492887735
"171","WT",8.88440520619757
"172","WT",9.38896993556711
"173","WT",8.11472250199466
"174","WT",8.9614353999896
"175","WT",9.86795060276
"176","WT",7.08345653643041
"177","WT",8.46644978623114
"178","WT",9.95897197110356
"179","WT",9.97086351851402
"180","WT",9.39182899993559
"181","WT",10.873531900707
"182","WT",8.765602179097
"183","WT",9.84817834189653
"184","WT",9.59246832772414
"185","WT",8.36396000066647
"186","WT",8.65384741279922
"187","WT",8.37759841487571
"188","WT",9.70629105764261
"189","WT",8.40759231592334
"190","WT",10.9150736243218
"191","WT",10.2751720656733
"192","WT",10.139380966001
"193","WT",11.4296367546481
"194","WT",8.70195406902722
"195","WT",10.098302820542
"196","WT",9.44920104994013
"197","WT",11.9276259393321
"198","WT",10.5324508702079
"199","WT",8.68268848435518
"200","WT",9.33595679884503
"201","WT",8.40966702340315
"202","WT",8.92731252412866
"203","WT",9.01456486681586
"204","WT",8.55683211693786
"205","WT",9.33088480231118
"206","WT",8.95114913474192
"207","WT",9.21175988370478
"208","WT",8.30932856292534
"209","WT",8.66163751570242
"210","WT",9.40016089822279
"211","WT",7.23076154257561
"212","WT",10.1492060214715
"213","WT",9.04246204087837
"214","WT",9.4737857112691
"215","WT",11.2617490119062
"216","WT",10.8218431152147
"217","WT",7.57286640427959
"218","WT",9.58310873266101
"219","WT",7.76555123251618
"220","WT",8.38500130488069
"221","WT",7.71725357234965
"222","WT",7.42369690317282
"223","WT",9.088151352154
"224","WT",8.61585752702099
"225","WT",7.83037252126514
"226","WT",9.44463540993245
"227","WT",8.81048652195207
"228","WT",8.28068812992077
"229","WT",8.94096685398438
"230","WT",9.13407668341313
"231","WT",8.49709471650969
"232","WT",10.1556915284348
"233","WT",8.22588151234041
"234","WT",9.20998437328353
"235","WT",9.38684519186504
"236","WT",9.11271703910145
"237","WT",9.52854872564809
"238","WT",8.57245492537497
"239","WT",8.45592458872329
"240","WT",8.15828836840905
"241","WT",8.35872216846182
"242","WT",9.10906498739585
"243","WT",9.33853325110055
"244","WT",10.2465129265351
"245","WT",8.4863800058538
"246","WT",9.41091026339458
"247","WT",8.89170193876919
"248","WT",10.8313877934066
"249","WT",8.66029216254474
"250","WT",10.5688103228214
"251","WT",8.88525262367257
"252","WT",8.98056071673564
"253","WT",8.25879497713423
"254","WT",9.19681160973067
"255","WT",7.7989801960904
"256","WT",9.44512794538292
"257","WT",9.18872335936445
"258","WT",8.25081513228145
"259","WT",10.3187351342844
"260","WT",8.6184323191388
"261","WT",7.922806332256
"262","WT",9.08714641088312
"263","WT",9.81929716687629
"264","WT",10.3188835095002
"265","WT",10.3259989791899
"266","WT",10.140655182928
"267","WT",8.24809631772499
"268","WT",6.7704077138395
"269","WT",9.14688942126186
"270","WT",8.63350462424384
"271","WT",8.23225298883946
"272","WT",8.77162208947291
"273","WT",8.15557828760113
"274","WT",7.7694339287306
"275","WT",8.22626226294257
"276","WT",9.27900755689496
"277","WT",8.92504504082396
"278","WT",10.6603576363805
"279","WT",9.70463161921216
"280","WT",9.34497446957961
"281","WT",10.1191338171176
"282","WT",11.0245469503032
"283","WT",10.3417855252454
"284","WT",7.80010583736818
"285","WT",9.13150138949046
"286","WT",9.30554299327011
"287","WT",9.40356646903408
"288","WT",10.3947541097515
"289","WT",9.25419570258313
"290","WT",9.76138450781079
"291","WT",8.28208584640406
"292","WT",8.72817947731113
"293","WT",7.554724818082
"294","WT",7.34202805799286
"295","WT",8.38890883897009
"296","WT",8.75698647141282
"297","WT",9.37882510411338
"298","WT",10.8217126851372
"299","WT",8.88496262280067
"300","WT",12.0782014755126
"301","WT",7.59933311787491
"302","WT",8.17927427688845
"303","WT",6.79616936774465
"304","WT",9.7667324449845
"305","WT",5.86934649315675
"306","WT",10.0155540458161
"307","WT",9.60023907930828
"308","WT",7.81249639583117
"309","WT",8.21016275637683
"310","WT",8.08315011940214
"311","WT",10.0544854858684
"312","WT",9.77572345546352
"313","WT",8.43852691109396
"314","WT",8.04851112624984
"315","WT",7.59359890886042
"316","WT",8.03053773026074
"317","WT",9.37503140866802
"318","WT",10.0251564377786
"319","WT",8.96212316868213
"320","WT",8.58899433838646
"321","WT",6.97676467311825
"322","WT",9.47282393786853
"323","WT",9.19802159847995
"324","WT",9.38189271394757
"325","WT",7.58315738306386
"326","WT",9.11357258230898
"327","WT",9.40665453509672
"328","WT",9.73305686740228
"329","WT",8.00616825880476
"330","WT",7.29603889803239
"331","WT",8.38413646987513
"332","WT",7.99626479217965
"333","WT",7.64592778649553
"334","WT",9.39473524278481
"335","WT",8.69808316389419
"336","WT",11.527715284707
"337","WT",8.17637585195963
"338","WT",8.68770281109346
"339","WT",8.01467219575238
"340","WT",9.21623436401668
"341","WT",9.42395249390784
"342","WT",8.77958264993425
"343","WT",9.70186447839646
"344","WT",7.5588926317035
"345","WT",8.91322355571803
"346","WT",10.074834628918
"347","WT",8.52343044339105
"348","WT",8.35917537199173
"349","WT",7.92146758170119
"350","WT",8.96456232172883
"351","WT",10.5802088679656
"352","WT",8.61926590375502
"353","WT",9.48045721767709
"354","WT",7.98146076005064
"355","WT",8.51918641979536
"356","WT",8.93801492698546
"357","WT",8.91106687915293
"358","WT",8.40012327428784
"359","WT",9.58208254047322
"360","WT",7.86596854557541
"361","WT",8.3021377187363
"362","WT",9.2806086503459
"363","WT",9.72043068397745
"364","WT",8.58571755213796
"365","WT",8.21863657448042
"366","WT",6.22066551916943
"367","WT",9.81133705790459
"368","WT",7.64377993168731
"369","WT",9.75788339202486
"370","WT",8.11748020414394
"371","WT",8.99487614063733
"372","WT",8.53113351093406
"373","WT",8.55445836000575
"374","WT",9.46751081863635
"375","WT",9.08330803340801
"376","WT",7.61336675175699
"377","WT",8.02270952953717
"378","WT",10.2214388159857
"379","WT",9.92532348310553
"380","WT",9.007981364771
"381","WT",8.44430375764787
"382","WT",8.39795168258198
"383","WT",8.7447420705454
"384","WT",10.0525414076862
"385","WT",8.32830912358494
"386","WT",9.63829557294025
"387","WT",8.49673972474249
"388","WT",9.78096052472926
"389","WT",8.7987692470988
"390","WT",9.29320696328105
"391","WT",8.26451723258635
"392","WT",8.49578300856275
"393","WT",8.22779257231318
"394","WT",7.41174387592749
"395","WT",8.36790362035825
"396","WT",9.96207820883421
"397","WT",7.33112267689167
"398","WT",9.76864533073637
"399","WT",8.57346862467136
"400","WT",9.96919871496843
"401","WT",10.2738834309673
"402","WT",8.91167565348227
"403","WT",6.15806668208487
"404","WT",9.1618440271379
"405","WT",9.98228897347437
"406","WT",9.50414329989409
"407","WT",8.49028777329258
"408","WT",10.5214992749193
"409","WT",10.4905660716934
"410","WT",7.16992168706745
"411","WT",8.68807404854623
"412","WT",9.74103870006772
"413","WT",8.1157329927282
"414","WT",8.08108172119795
"415","WT",10.2816200047637
"416","WT",7.97403000754709
"417","WT",8.96934208583874
"418","WT",10.2528977299844
"419","WT",10.325826972806
"420","WT",8.68991403080452
"421","WT",10.2575511038354
"422","WT",8.48045456428692
"423","WT",8.84713462370088
"424","WT",8.66381492012743
"425","WT",11.3316458588022
"426","WT",7.82129226087585
"427","WT",9.22394488154585
"428","WT",7.78183760678421
"429","WT",9.17866833048319
"430","WT",9.01199749832908
"431","WT",7.34758620831179
"432","WT",8.37265399026193
"433","WT",7.82490347219722
"434","WT",8.577867431262
"435","WT",7.52843849037283
"436","WT",9.88966212964562
"437","WT",7.43115595400175
"438","WT",9.05576947196609
"439","WT",9.39924305897299
"440","WT",9.89160070303564
"441","WT",9.40709923975377
"442","WT",8.89696397866947
"443","WT",9.5868175410662
"444","WT",8.14940877955237
"445","WT",8.19870735986114
"446","WT",9.54202651223016
"447","WT",9.03966863793915
"448","WT",10.4960410202394
"449","WT",9.45804212935355
"450","WT",8.98062120205285
"451","WT",10.6159887744633
"452","WT",9.54033561272479
"453","WT",9.9167132208152
"454","WT",11.2121420951781
"455","WT",10.5071975743784
"456","WT",8.02060860868651
"457","WT",9.23329219734858
"458","WT",10.0953455725627
"459","WT",8.05389336239128
"460","WT",9.13985998185889
"461","WT",11.7997877989938
"462","WT",8.65870082992855
"463","WT",7.67410525138849
"464","WT",10.3137812176749
"465","WT",7.34334156766929
"466","WT",10.0767456604374
"467","WT",7.01493634168637
"468","WT",5.43308733690179
"469","WT",10.3002727659869
"470","WT",9.50326257938303
"471","WT",8.52857829230866
"472","WT",7.74825335704227
"473","WT",7.49096653342547
"474","WT",9.88755945605058
"475","WT",9.11690857970755
"476","WT",11.3539642702809
"477","WT",7.5052180681178
"478","WT",8.69686626801677
"479","WT",10.0257042815389
"480","WT",9.64761494391356
"481","WT",10.4488925142513
"482","WT",8.6795802978842
"483","WT",8.70195540582306
"484","WT",8.86884125290089
"485","WT",6.76003157383038
"486","WT",9.1521412756182
"487","WT",9.94796662960822
"488","WT",6.97687001333724
"489","WT",9.62677642186663
"490","WT",7.9246002714495
"491","WT",7.78629031143662
"492","WT",9.83442974709628
"493","WT",8.55334770461441
"494","WT",9.93629948185123
"495","WT",8.21276079422169
"496","WT",9.14290817113596
"497","WT",8.98481765413591
"498","WT",7.84677805097753
"499","WT",7.94437958633575
"500","WT",9.04835615000493
"501","WT",8.64162302070586
"502","WT",8.72093635005689
"503","WT",8.80032026806047
"504","WT",9.28810901533924
"505","WT",9.40595810277143
"506","WT",8.94156343618066
"507","WT",10.8413441538106
"508","WT",7.56387224580416
"509","WT",8.17026676405274
"510","WT",9.48759085836311
"511","WT",8.87850382557211
"512","WT",8.6032025716218
"513","WT",9.53045704310595
"514","WT",8.4853899413732
"515","WT",8.39272005889121
"516","WT",8.44836028788363
"517","WT",9.87665187622539
"518","WT",7.85158921937351
"519","WT",8.35163960130128
"520","WT",9.7866759062701
"521","WT",9.35917095139775
"522","WT",9.94499832525005
"523","WT",8.34304438353144
"524","WT",10.1266715254917
"525","WT",8.46262841230267
"526","WT",8.49459622625967
"527","WT",8.95154294460213
"528","WT",7.61853366196637
"529","WT",7.28491628533911
"530","WT",10.3107254114712
"531","WT",9.05706675375072
"532","WT",8.48362196893813
"533","WT",8.35023794613867
"534","WT",7.9077224386484
"535","WT",8.55168063489393
"536","WT",9.25900345335883
"537","WT",10.3360974658319
"538","WT",9.07200930167333
"539","WT",9.40369799790105
"540","WT",8.31866620280585
"541","WT",9.46889477197611
"542","WT",9.11679397906769
"543","WT",9.0628210312513
"544","WT",10.4381065520685
"545","WT",10.4732420393973
"546","WT",9.89408004633569
"547","WT",10.2858802881553
"548","WT",10.9790330646896
"549","WT",10.8122199155625
"550","WT",9.57406676765556
"551","WT",9.43285451422736
"552","WT",8.11739960376656
"553","WT",8.46868259702236
"554","WT",8.99922435744706
"555","WT",7.49328742360609
"556","WT",7.76774505725519
"557","WT",7.9451362813902
"558","WT",8.71744665482406
"559","WT",9.03709816754458
"560","WT",8.43470687611261
"561","WT",8.60082277758671
"562","WT",9.06411206222087
"563","WT",9.35671601141378
"564","WT",9.24937138552682
"565","WT",10.3590996364392
"566","WT",10.7178247485754
"567","WT",9.77814783296
"568","WT",8.5338249652477
"569","WT",10.4967676990888
"570","WT",7.95730995260887
"571","WT",9.67843654931877
"572","WT",7.74632234090406
"573","WT",8.14748422188298
"574","WT",8.69232940485217
"575","WT",9.21785107056383
"576","WT",7.17111711391035
"577","WT",9.14033345977702
"578","WT",6.57098623935683
"579","WT",9.68190311884587
"580","WT",9.7174403276377
"581","WT",9.77299533789641
"582","WT",8.80653317999445
"583","WT",10.3228933906065
"584","WT",8.52338234080175
"585","WT",9.10890287300884
"586","WT",8.15263781044153
"587","WT",9.13770900589309
"588","WT",9.54607418044635
"589","WT",10.5503956472609
"590","WT",8.68939250361652
"591","WT",8.99103395791962
"592","WT",9.31866310651034
"593","WT",8.95518685828682
"594","WT",7.90674624684965
"595","WT",9.52993017052311
"596","WT",8.01810667253294
"597","WT",10.5110813647369
"598","WT",9.81554332694163
"599","WT",8.82481853044973
"600","WT",9.08869876940737
"601","WT",9.56598391510849
"602","WT",7.00999855052405
"603","WT",8.16996911170699
"604","WT",10.7418850947855
"605","WT",9.36697882318387
"606","WT",9.64846442695804
"607","WT",10.6620849446994
"608","WT",9.23020965051161
"609","WT",10.1345291563261
"610","WT",8.50108025050547
"611","WT",8.16933035788919
"612","WT",8.06770853598966
"613","WT",9.06856360207235
"614","WT",9.13155519154134
"615","WT",7.74061564686107
"616","WT",9.64626038733786
"617","WT",9.11403917714226
"618","WT",9.49972648405194
"619","WT",8.57760969255729
"620","WT",9.47147534012891
"621","WT",9.74697863658537
"622","WT",10.0931962685863
"623","WT",9.68134908932793
"624","WT",9.5761820622516
"625","WT",9.95674064831094
"626","WT",6.95318770256262
"627","WT",10.6731379232242
"628","WT",9.65020334206819
"629","WT",10.0149213560872
"630","WT",8.54912858621985
"631","WT",7.19689654094073
"632","WT",8.65233176809386
"633","WT",10.229862074747
"634","WT",8.43765238370581
"635","WT",10.0975354179501
"636","WT",8.63236580032461
"637","WT",10.4471541434479
"638","WT",11.3508840632749
"639","WT",9.24055919009916
"640","WT",8.3999819786083
"641","WT",7.13259806640354
"642","WT",9.74749279044873
"643","WT",7.00169786237018
"644","WT",8.55776312834001
"645","WT",7.69622958584422
"646","WT",9.54667620285388
"647","WT",9.31407878852847
"648","WT",8.19966243397613
"649","WT",9.93229139098004
"650","WT",9.69950731245279
"651","WT",9.14467514795757
"652","WT",8.66800548495305
"653","WT",9.05404097449718
"654","WT",9.93095722053291
"655","WT",7.99650936326167
"656","WT",10.6662670829516
"657","WT",9.32452243405089
"658","WT",9.02234964974149
"659","WT",10.3660607617451
"660","WT",10.2093533108661
"661","WT",8.69469956723733
"662","WT",10.827491359229
"663","WT",8.62995954051731
"664","WT",7.95893141921146
"665","WT",7.83753113048118
"666","WT",9.7190980594631
"667","WT",8.60001691438536
"668","WT",8.54764270071318
"669","WT",8.87978090465722
"670","WT",8.48860560351328
"671","WT",11.1664956149962
"672","WT",8.13166295599245
"673","WT",10.7580101003447
"674","WT",8.61379116060897
"675","WT",6.83882174875921
"676","WT",8.88282137549983
"677","WT",9.16639727831397
"678","WT",8.25987593508214
"679","WT",11.1426409105876
"680","WT",8.13991706909836
"681","WT",8.4126354180831
"682","WT",8.20941970721776
"683","WT",8.3024489236125
"684","WT",10.2775527220705
"685","WT",9.07957389366459
"686","WT",9.23437950909816
"687","WT",9.43365533299197
"688","WT",9.92288904139172
"689","WT",9.62098092336936
"690","WT",8.62540006737969
"691","WT",7.83102707571271
"692","WT",9.49161816299195
"693","WT",9.18166813090453
"694","WT",7.16944655437001
"695","WT",8.71848855329437
"696","WT",9.95118832212212
"697","WT",8.70424084341988
"698","WT",8.42439437154595
"699","WT",8.50841197727044
"700","WT",7.8704090331563
"701","WT",8.76023607373812
"702","WT",8.81802126551507
"703","WT",8.56580456844446
"704","WT",8.52882599744689
"705","WT",8.00425869880756
"706","WT",9.67962352007622
"707","WT",8.05422084861472
"708","WT",7.469318978934
"709","WT",8.19008947609471
"710","WT",7.7424994808507
"711","WT",8.52566742955075
"712","WT",8.52235055584817
"713","WT",9.46635593662075
"714","WT",9.3193264150292
"715","WT",8.21246733630528
"716","WT",9.0709620002283
"717","WT",9.16541136099726
"718","WT",9.98872159351971
"719","WT",7.40247160008842
"720","WT",9.25785020802648
"721","WT",9.54708997561778
"722","WT",8.52339652084531
"723","WT",7.37225955290718
"724","WT",10.4250558771223
"725","WT",8.92914509635977
"726","WT",10.7089301145301
"727","WT",8.13903362478787
"728","WT",7.95394053147014
"729","WT",8.97616834504257
"730","WT",8.47498223712339
"731","WT",8.06145213112431
"732","WT",10.0301841428511
"733","WT",9.7993683570609
"734","WT",9.38595468945648
"735","WT",9.57504133704654
"736","WT",9.29910498904836
"737","WT",9.39689024166005
"738","WT",10.118709344304
"739","WT",9.14405270122696
"740","WT",9.66634745992447
"741","WT",9.55322457876614
"742","WT",8.98403137042083
"743","WT",10.0326591254305
"744","WT",8.53279230646919
"745","WT",9.89954685666178
"746","WT",9.15836829082392
"747","WT",9.3867087931775
"748","WT",9.03410437122726
"749","WT",7.89772986329131
"750","WT",7.11400120836414
"751","WT",9.78535051939724
"752","WT",8.67927770060703
"753","WT",10.6667740493611
"754","WT",10.1676867694295
"755","WT",7.70960844043111
"756","WT",8.88054409158943
"757","WT",9.69449197014591
"758","WT",7.70764516754256
"759","WT",7.07581134402653
"760","WT",6.57437115584802
"761","WT",8.61326601613611
"762","WT",8.2786292960242
"763","WT",9.89776070024091
"764","WT",9.9802000147366
"765","WT",9.54670605640425
"766","WT",9.32769950718541
"767","WT",9.2646186111088
"768","WT",8.20555579754767
"769","WT",8.90578350070978
"770","WT",9.5724075427027
"771","WT",10.0652611238294
"772","WT",9.15590652202188
"773","WT",8.40674184753113
"774","WT",8.0303075128491
"775","WT",9.54228129308895
"776","WT",8.69063036027456
"777","WT",7.24029015095223
"778","WT",8.35648348735457
"779","WT",8.92471654111476
"780","WT",9.38694899223658
"781","WT",9.45785530375848
"782","WT",9.80085609350135
"783","WT",9.30037233226448
"784","WT",10.8180139099416
"785","WT",8.27085824831534
"786","WT",12.1080147442642
"787","WT",10.0381693524682
"788","WT",10.3892606355136
"789","WT",8.58304847214842
"790","WT",9.01362669969813
"791","WT",11.0975767412591
"792","WT",9.10089237453087
"793","WT",7.4462338028007
"794","WT",8.81280599892092
"795","WT",8.51343334439226
"796","WT",8.59996712080965
"797","WT",9.3673732383833
"798","WT",8.34669408658975
"799","WT",9.55081649469273
"800","WT",9.2964021316692
"801","WT",9.74624046460323
"802","WT",8.61628373530455
"803","WT",7.16249843683025
"804","WT",8.92971727414117
"805","WT",7.74540697337278
"806","WT",6.58233493737012
"807","WT",9.97076615514624
"808","WT",10.3303942135597
"809","WT",7.86469262477822
"810","WT",8.82745947114964
"811","WT",8.24074292235526
"812","WT",8.05092411889251
"813","WT",11.2860436946342
"814","WT",11.1147054109906
"815","WT",10.4775450909951
"816","WT",9.51338286885858
"817","WT",8.07610324704973
"818","WT",9.99656439816993
"819","WT",8.30744109400954
"820","WT",9.44612417089726
"821","WT",9.14067701058118
"822","WT",7.93837208127191
"823","WT",8.76282934386379
"824","WT",8.28186997748434
"825","WT",8.10921706892114
"826","WT",8.98144941319487
"827","WT",10.9709658151529
"828","WT",7.23036148399788
"829","WT",8.87980935956574
"830","WT",8.27637551960363
"831","WT",9.24203720033648
"832","WT",9.19092562146018
"833","WT",7.86327923946004
"834","WT",8.2986009658361
"835","WT",11.7869830964274
"836","WT",11.5932913348053
"837","WT",9.28587792887747
"838","WT",8.53065431142431
"839","WT",9.48390137958581
"840","WT",9.42233708004722
"841","WT",8.88716377748283
"842","WT",10.0774394771673
"843","WT",9.59831936469907
"844","WT",9.18269868375979
"845","WT",9.05830100510643
"846","WT",9.00087488651484
"847","WT",10.782907378907
"848","WT",7.84949269835101
"849","WT",8.68828896789452
"850","WT",8.34960618366732
"851","WT",6.19305496180684
"852","WT",8.84853897040328
"853","WT",7.86360636074317
"854","WT",8.93620760496939
"855","WT",9.42429342379053
"856","WT",7.26053670659984
"857","WT",6.39902226379566
"858","WT",8.96073653951926
"859","WT",9.32051325262425
"860","WT",9.42807496902312
"861","WT",7.4367037969649
"862","WT",9.8414946999527
"863","WT",9.05271256800045
"864","WT",8.87509444900624
"865","WT",8.20932302987864
"866","WT",8.59721210706487
"867","WT",10.661509359313
"868","WT",9.37864690134766
"869","WT",7.56491214524034
"870","WT",7.23692294412964
"871","WT",9.09227800838446
"872","WT",7.93411295209938
"873","WT",8.39573258253517
"874","WT",11.2610679140212
"875","WT",8.69041639847266
"876","WT",8.50331872770459
"877","WT",7.56670639290341
"878","WT",8.50821788676774
"879","WT",9.55398604745882
"880","WT",10.5795041540175
"881","WT",9.90196871982187
"882","WT",8.12624677844876
"883","WT",8.30508804134304
"884","WT",8.52425349193846
"885","WT",8.44907954151732
"886","WT",10.2439189144234
"887","WT",7.95617906360041
"888","WT",9.73980859080983
"889","WT",6.91027394824985
"890","WT",8.51549495988169
"891","WT",9.98771770697473
"892","WT",8.26426742914465
"893","WT",8.82343846296843
"894","WT",7.79886183570086
"895","WT",8.43781405122776
"896","WT",9.54425472567899
"897","WT",9.47489349011906
"898","WT",8.1101442702675
"899","WT",10.4906118864957
"900","WT",9.16664617702105
"901","WT",8.51824670283775
"902","WT",10.4515641546536
"903","WT",8.48537886954076
"904","WT",6.86062550718819
"905","WT",7.65901155705282
"906","WT",7.27619128515783
"907","WT",9.37240439217083
"908","WT",7.20181591487274
"909","WT",10.1872441442953
"910","WT",6.85187039235668
"911","WT",7.76489385418397
"912","WT",8.8362352788871
"913","WT",7.32145981631714
"914","WT",7.12885833536815
"915","WT",9.49566701676758
"916","WT",9.73743494336082
"917","WT",6.94747192080249
"918","WT",6.88132862015174
"919","WT",8.17969888934993
"920","WT",9.70005825860186
"921","WT",10.5442589057701
"922","WT",8.22950028834655
"923","WT",10.7255203915225
"924","WT",7.95873038602095
"925","WT",9.21466355975686
"926","WT",8.72629634840688
"927","WT",10.5376846548357
"928","WT",9.20832549900381
"929","WT",9.71107832552342
"930","WT",6.95504898383393
"931","WT",8.0188670722607
"932","WT",9.39180298428145
"933","WT",7.89924007217438
"934","WT",10.2461151818492
"935","WT",8.8645428232724
"936","WT",9.41803134077714
"937","WT",9.24480461837044
"938","WT",8.75498004030515
"939","WT",8.5705394406248
"940","WT",10.1832071557941
"941","WT",8.99530426994183
"942","WT",8.57071651936064
"943","WT",9.5671250890543
"944","WT",8.66369524534578
"945","WT",11.8938351338196
"946","WT",7.97041635512121
"947","WT",10.2848599481899
"948","WT",8.92209122321646
"949","WT",10.0979604828102
"950","WT",9.03854177602711
"951","WT",9.50646177633977
"952","WT",7.64920963294072
"953","WT",7.84859528557787
"954","WT",8.23696667332331
"955","WT",8.432318373283
"956","WT",7.82214836322822
"957","WT",9.55006025537778
"958","WT",6.29887669229174
"959","WT",8.86487080252811
"960","WT",9.17160230835178
"961","WT",7.9638860961873
"962","WT",8.03822348744029
"963","WT",8.48290339864683
"964","WT",8.68399932536411
"965","WT",8.70373264577792
"966","WT",10.432604467721
"967","WT",9.82873300418635
"968","WT",9.01865578739715
"969","WT",7.66202612674688
"970","WT",7.59297949707264
"971","WT",9.8185315788544
"972","WT",9.00145374570235
"973","WT",7.72167622294299
"974","WT",8.55331377746538
"975","WT",10.2454805526038
"976","WT",7.81707664491917
"977","WT",8.01747993122647
"978","WT",8.72984417184024
"979","WT",9.03579806733456
"980","WT",8.96132144607515
"981","WT",8.97001704975387
"982","WT",8.27444411482906
"983","WT",10.259659694029
"984","WT",7.36165744739061
"985","WT",9.2759267821879
"986","WT",9.23859989082091
"987","WT",6.16189964397133
"988","WT",8.27139708441984
"989","WT",8.68442989618089
"990","WT",7.68503452100832
"991","WT",10.6026791280747
"992","WT",10.6732378394085
"993","WT",7.56131732828448
"994","WT",9.64115642548909
"995","WT",8.87618470389471
"996","WT",8.46638477064305
"997","WT",9.42109002014332
"998","WT",10.2220329684893
"999","WT",9.79587209160405
"1000","WT",9.44558082427276
