"Level","ID","IVW","...9","MR Egger","Weighted median","MLE","MR-RAPS","Heterogeneity (Cochrane's Q)"
"order","ID.40","0.94888528100000002","1.0106310839999999","0.78732518100000004","0.97276968900000005","0.94671664517131404","0.94965378360541197","0.50637739800000003"
"order","ID.41","0.253387521","0.73105398499999996","0.93011197300000004","0.446549798","0.240143819547604","0.231686940328308","0.31692269099999998"
"order","ID.42","0.43785036199999999","1.1893578460000001","0.84726615000000005","0.14177513999999999","0.41339378600864002","0.43088889483604798","0.382576635"
"order","ID.43","0.28681280300000001","0.69498095199999999","0.254426072","0.32915239899999998","0.21416486433864201","0.21805638900698801","0.22456716700000001"
"order","ID.44","0.25688155000000001","0.80821099100000005","0.54652754699999995","0.14711934300000001","0.27158088665770502","0.26396656473431401","0.44628574399999998"
"order","ID.45","0.96252172199999997","1.0171103459999999","0.70647602600000003","0.411062394","0.95637551975250901","0.95724744263783901","0.26100322500000001"
"family","ID.46","0.91065153899999995","0.97633015000000001","0.72176464399999996","0.92271349599999997","0.89325842004460398","0.89519589541564204","0.12747990100000001"
"family","ID.47","0.75003513700000002","0.96239520099999998","0.14307789600000001","0.40992461800000002","0.75004229130759603","0.75230674142701404","0.56043719199999997"
"family","ID.48","0.77435417699999998","0.90823779400000004","8.28716E-3","0.32240269599999999","0.67910652612459299","0.66685325443786703","5.7338382E-2"
"family","ID.49","0.29419278199999999","0.77124309300000005","0.90030533000000001","0.63117031899999998","0.29629833596051203","0.32431402156579903","0.95423724499999996"
"family","ID.50","0.77413619199999995","1.058762794","0.44286187500000002","0.91698846499999997","0.70948819134846897","0.71011770304327104","8.7438539999999995E-2"
"family","ID.51","0.243005263","0.65520142100000001","0.57681506800000004","0.88044524800000001","0.24116152780101899","0.26603012712624702","0.73357690799999997"
"family","ID.52","0.49860279899999999","0.83226134500000004","0.29437098299999997","0.44200623999999999","0.43547373192815803","0.38198430382085602","9.4402096000000005E-2"
"family","ID.53","0.94888528100000002","1.0106310839999999","0.78732518100000004","0.97431931699999996","0.94671664517131404","0.94965378360541197","0.50637739800000003"
"family","ID.54","0.37936466699999999","0.82886519999999997","0.26354561100000001","0.81376812700000001","0.36528225092752298","0.33348324512761401","0.29567679099999999"
"family","ID.55","0.168904839","0.63196905699999995","0.85790768900000003","0.21862379900000001","0.17510317147036","0.18160250119407301","0.50173239599999997"
"family","ID.56","9.6450640000000004E-2","1.424324967","0.69304444099999996","0.83130409999999999","9.6746940780467097E-2","0.107797144755181","0.87017314400000001"
"family","ID.57","0.46807248499999998","0.83549471500000005","0.31549037499999999","0.27039243400000001","0.39461667602956702","0.40155225492770502","0.199384061"
"family","ID.58","0.57968279099999998","1.1802953920000001","0.70858571800000003","0.49948116199999998","0.57749599755650505","0.59878302176943299","0.90270355099999999"
"family","ID.59","0.13767204799999999","0.59321077300000002","0.18464736400000001","0.38926343200000002","0.10887798208366301","0.118517520484929","0.33966983899999997"
"family","ID.60","0.45512793499999998","0.80536558999999996","0.43400032100000002","0.52025206800000001","0.44417707038802401","0.45872677219464902","0.44161245500000001"
"family","ID.61","0.35022318600000002","1.528752347","0.15814008399999999","0.52401606700000003","0.21424066162684399","0.21883950620640899","0.110420949"
"family","ID.62","6.9582020999999994E-2","1.6251694219999999","0.27456592899999999","2.6482879000000001E-2","6.6652506593679606E-2","7.7375355511340796E-2","0.54512919199999998"
"family","ID.63","0.88044573100000001","0.93041600599999996","0.41585757899999998","0.34447897799999999","0.83164117315041797","0.827560747753319","7.5351539999999995E-2"
"family","ID.64","0.29687046900000003","0.82410294299999998","0.50980650599999999","0.35531321799999999","0.175282049567098","0.157812554513834","5.4050732999999997E-2"
"family","ID.65","0.93610126100000002","1.0232958679999999","0.38652937399999998","0.446465422","0.93478105307535997","0.93746189164860205","0.57988930000000005"
"family","ID.66","0.91841127700000003","1.031344193","0.45647968799999999","0.96435856600000003","0.91394678524030804","0.91603828656826203","0.387358598"
"family","ID.67","0.58770976900000005","1.179136747","0.60028081899999997","0.72307014700000005","0.58669563164406502","0.607389621484827","0.48512585200000002"
"family","ID.68","0.265498242","1.448019084","0.51897130000000002","0.17395349399999999","0.17303610908139","0.17636878017552099","0.15038367799999999"
"family","ID.69","2.173061E-3","1.9618242720000001","0.149254411","4.0956880000000001E-3","2.2138913582586601E-3","3.3020686925926399E-3","0.56049075599999998"
"family","ID.70","0.78521780500000005","0.94910914000000002","0.11316129","0.242934924","0.71932549239905796","0.71989576610883299","0.118063061"
"family","ID.71","0.416370674","0.77517645099999999","0.60307883200000001","0.63208896000000003","0.16619030481698999","0.15994529405143201","1.5436780000000001E-2"
"family","ID.72","0.130595344","1.83754131","0.97954951999999995","0.10914620999999999","0.13046334638462401","0.14675313031979101","0.483828433"
"family","ID.73","0.72680579199999995","0.95075714","0.55419652900000005","0.76925985799999996","0.72372126539207404","0.73551034874434296","0.71637690399999998"
"family","ID.74","0.66399241200000003","0.91017617399999995","0.74563449299999995","0.59091559500000002","0.65880442385299498","0.67109579438763201","0.60820041999999996"
"family","ID.75","0.96252172199999997","1.0171103459999999","0.70647602600000003","0.40207158700000001","0.95637551975250901","0.95724744263783901","0.26100322500000001"
"family","ID.76","0.62911702199999997","1.118705625","0.46097210700000002","0.81955403900000001","0.62414639235564395","0.64726878921419495","0.97439580599999998"
"family","ID.77","0.12130407","0.71087011600000005","8.2225018999999996E-2","0.73399972999999996","6.3519551926938603E-2","5.4406249249020301E-2","0.12648999"
"genus","ID.78","0.38427598499999999","0.70102682999999999","0.82642032499999996","0.54748829300000001","0.22080008226456799","0.21847127304966099","8.8287832999999996E-2"
"genus","ID.79","0.75171497899999995","0.93883101400000002","0.41460054800000001","0.88636998899999997","0.74297392632475701","0.72414381474431999","0.25482862499999998"
"genus","ID.80","0.45188523400000002","0.88801904099999995","0.37972694099999998","0.22983534999999999","0.47037429414255999","0.461287760959259","0.575519699"
"genus","ID.81","0.38490291700000001","1.2224564929999999","0.136569096","0.46714019800000001","0.36508243888855302","0.400386712785677","0.85160877499999998"
"genus","ID.82","7.7101392000000005E-2","0.50627832100000003","0.67659372399999995","0.199766253","8.0513566500000897E-2","9.7525328646311402E-2","0.81443216299999999"
"genus","ID.83","0.73507231299999998","1.0731096449999999","0.99318765499999995","0.42167980900000002","0.65794902207202799","0.65898156251714302","0.12702727"
"genus","ID.84","0.13387585299999999","1.5149455009999999","0.74453357200000003","0.108724379","7.7567727598832306E-2","8.1266710853025004E-2","0.203385802"
"genus","ID.85","0.43581859499999998","1.20049933","0.15609225700000001","0.65405220100000006","0.41237675080610903","0.42103838580827002","0.37838898900000001"
"genus","ID.86","0.76212316499999999","1.0535812330000001","0.47656329600000003","0.93821460199999995","0.75907961381592703","0.77056844680249503","0.59053024499999995"
"genus","ID.87","8.4588007000000007E-2","0.53703790600000001","0.81039877000000005","0.22506578499999999","4.2481214290285903E-2","3.8225297629463702E-2","0.17821074100000001"
"genus","ID.88","0.14958960900000001","1.337409069","0.32888507099999997","0.17898191999999999","0.14972483962293001","0.16679961292713","0.726827683"
"genus","ID.89","0.78725583799999999","1.109380238","0.827095209","0.68354356900000002","0.78458922711915402","0.79394349330681302","0.61490718799999999"
"genus","ID.90","0.679261106","0.89648774799999997","0.95751123800000004","0.91701019500000003","0.68397496801688396","0.68996871250839698","0.70287565699999999"
"genus","ID.91","0.543599367","1.1501067389999999","0.61414163200000005","0.80201155000000002","0.54196425716944996","0.56670471282716905","0.82494817399999998"
"genus","ID.92","0.58030275600000003","0.86220218400000004","0.74691230200000003","0.83223112600000004","0.58157646338722402","0.59848817250539599","0.94550020400000001"
"genus","ID.93","0.210021394","0.81281602200000003","0.85576648899999996","0.34308975600000002","0.20810669057909201","0.23219318291312399","0.94645328900000003"
"genus","ID.94","0.89076609699999998","1.0324028359999999","0.71177650400000003","0.71045459300000002","0.89014444315057095","0.89560243157539399","0.83277332599999998"
"genus","ID.95","0.34356235499999999","1.129092134","0.56362919899999997","0.56290356799999997","0.33969645721770497","0.366567045018096","0.913610429"
"genus","ID.96","8.3219214E-2","1.525542001","0.73419484000000002","0.81605171300000001","4.6530466114587998E-2","4.7643720131505397E-2","0.21932405799999999"
"genus","ID.97","0.82544528900000003","1.054394853","0.56065040600000005","0.55278175100000004","0.81993100432171595","0.83154927122322297","0.762115612"
"genus","ID.98","0.397822807","0.76017338499999998","0.67722650500000003","0.95582725199999996","0.30883396819502801","0.31653037315556098","0.23006125999999999"
"genus","ID.99","0.75454443100000002","0.93107181299999997","0.35808570299999998","0.80898007100000002","0.72991036231397799","0.70388980213312202","0.15351527700000001"
"genus","ID.100","0.794229344","0.92909179900000005","0.77735746299999997","0.87397969099999995","0.78260095749011704","0.78242005532767001","0.344156185"
"genus","ID.101","0.66049265300000004","0.89302735799999999","0.588114056","0.83082358599999995","0.65569732695647698","0.66923943054479695","0.55073681900000004"
"genus","ID.102","0.75615094199999999","0.96085910200000002","0.59209214300000002","0.86316338000000004","0.77058351277025805","0.757069034736504","0.46692277900000001"
"genus","ID.103","0.25268953","0.70808626799999996","0.56188312500000004","0.135405412","0.25287284902282497","0.26514679323462298","0.56729715300000005"
"genus","ID.104","0.609575749","1.1687054690000001","0.113294539","0.330093001","0.60242126164349297","0.61578539601931004","0.604137378"
"genus","ID.105","0.243218615","0.71159514499999998","0.54168300000000003","0.32515898199999999","0.22889524961641899","0.243965080593671","0.41157952199999998"
"genus","ID.106","0.36290951399999999","0.79589616100000005","0.24793106600000001","0.633482926","0.33108117430996797","0.34763312324182899","0.36336560800000001"
"genus","ID.107","0.289963998","1.2468622549999999","0.285811388","0.435098237","0.27964033611698502","0.30248807597758998","0.62377213099999995"
"genus","ID.108","0.700363768","1.103837419","0.83151470900000002","0.84253186999999996","0.69287043500108803","0.70320292915231397","0.456738857"
"genus","ID.109","0.90681257400000004","0.96004458699999995","0.739031836","0.91591445199999999","0.90552697560379802","0.90988669801124","0.56597430500000001"
"genus","ID.110","0.99171142899999998","1.0017003470000001","0.685039489","0.85328676699999995","0.99131876509697503","0.99181288099874398","0.44688592100000002"
"genus","ID.111","0.13780118799999999","0.62052282299999995","3.0434538000000001E-2","0.356732245","5.7487295574930097E-2","6.0359879260015299E-2","0.15830371100000001"
"genus","ID.112","0.572859809","0.88946117499999999","0.711614627","0.30192862199999998","0.42790508050492099","0.408886961608045","5.0251031000000002E-2"
"genus","ID.113","0.98002543399999997","1.006843594","0.64816120200000005","0.73921894600000004","0.979478903451524","0.98058290213420596","0.71336748900000002"
"genus","ID.114","0.59636457399999998","0.873406456","0.25712099999999999","0.75775947799999999","0.57728773833291902","0.58315152386818503","0.37649394200000003"
"genus","ID.115","0.66667969800000004","0.93150344500000004","0.49875002800000001","0.24034483600000001","0.60580900012079797","0.58254439114108503","0.12588423200000001"
"genus","ID.116","0.76389897399999995","0.94593819999999995","0.82720417800000001","0.40159215199999998","0.75837143568283905","0.76440546431948098","0.41835500599999997"
"genus","ID.117","0.74275966599999999","1.0915363300000001","0.84192128700000002","0.65076347099999998","0.73422808345235502","0.75036167157235101","0.73720920999999995"
"genus","ID.118","0.39803566400000001","0.80313391199999995","0.89000112099999995","0.46843715600000002","0.245778773156756","0.24584748411809801","6.5476784999999996E-2"
"genus","ID.119","8.6478643999999993E-2","1.2252859709999999","0.97289486700000005","0.41094056800000001","5.94984286763489E-2","6.54418398862298E-2","0.30943459800000001"
"genus","ID.120","0.41466901","1.5271236340000001","0.64768432099999995","0.448931686","0.41481486875950602","0.44400777641418598","0.71492188400000001"
"genus","ID.121","7.9905819000000003E-2","0.63897494300000002","0.63386880000000001","2.4171930000000001E-2","6.9336513848259201E-2","5.6597654347358299E-2","0.29160169499999999"
"genus","ID.122","0.470143594","1.232005993","0.75288160299999995","0.62863563499999997","0.42262984071322901","0.438612798925546","0.320980869"
"genus","ID.123","0.41506636499999999","0.79480413599999999","0.16690078799999999","0.18227180700000001","0.27947174091112598","0.27788507546791902","6.0637359000000002E-2"
"genus","ID.124","2.2715727000000002E-2","0.46903942399999998","0.26340865800000002","2.3972673999999999E-2","2.2448044403092698E-2","2.7467305442028699E-2","0.42382080599999999"
"genus","ID.125","0.58479782899999999","1.2930661510000001","0.82157439700000001","0.109589057","0.22692207357861299","0.18182351660084201","2.0581050000000002E-3"
"genus","ID.126","0.33279524399999999","1.22908087","0.23828563999999999","0.91376275900000004","0.23125740765253999","0.20964754440143599","9.2468116000000003E-2"
"genus","ID.127","0.34287831600000002","1.332228918","0.40187457999999998","9.2946171999999994E-2","0.216249515047547","0.188562522733841","8.7283116999999993E-2"
"genus","ID.128","0.70975068500000005","0.90099532500000001","0.89151653600000003","0.72094936099999996","0.66793975295109898","0.67628301531427004","0.24189032299999999"
"genus","ID.129","0.64408691299999998","1.239763497","0.97466665100000005","0.73332602199999997","0.51061515226993803","0.50571672342194396","9.3207673000000005E-2"
"genus","ID.130","0.82767303000000003","0.95626634700000002","9.8894154999999997E-2","0.55868520799999999","0.82241113273343203","0.82502139978662603","0.39571453699999998"
"genus","ID.131","0.95713478799999996","1.012195263","0.47908868199999999","0.58216154600000003","0.92856722518438695","0.92680787796141095","2.1083587000000001E-2"
"genus","ID.132","0.346029535","0.77633249199999999","0.75033925400000001","0.70324873099999996","0.34459821853966599","0.36579069909005202","0.74316289300000005"
"genus","ID.133","0.18141326299999999","1.3334088049999999","0.76063145499999996","0.32511695000000002","0.17159673312680199","0.19369274949260201","0.49009629500000002"
"genus","ID.134","0.47228590199999998","1.1969911689999999","0.85912699400000003","0.50495654400000001","0.46784105535717502","0.490242673247552","0.63229047100000002"
"genus","ID.135","0.19400250499999999","1.1953789029999999","0.50226367400000005","0.19215590299999999","0.180977857668776","0.20236856843065601","0.57312175200000004"
"genus","ID.136","0.73359752300000003","0.90295809900000001","0.18499280600000001","0.47818228600000001","0.72990926957969204","0.74247347911926098","0.75228267999999998"
"genus","ID.137","0.96313814900000005","0.98966929000000003","0.48312345299999998","0.97531038599999997","0.96490296633980099","0.96470057678425403","0.832218652"
"genus","ID.138","0.9705859","1.011421927","0.77283838299999996","0.84994854200000003","0.96990390593186204","0.97106501620243801","0.53877823700000005"
"genus","ID.139","0.90604783899999997","1.0243673010000001","0.97499193799999995","0.97015649800000003","0.90539009614380594","0.91068473990698195","0.70492866499999995"
"genus","ID.140","0.61528933299999999","1.1479318279999999","0.74833034399999998","0.84743138399999995","0.58170663035328596","0.59501314268820604","0.33898318500000002"
"genus","ID.141","0.30903725900000001","0.70144114400000002","0.772512796","0.33494389200000002","0.31242273011178401","0.32855919145643803","0.72252444400000004"
"genus","ID.142","0.21511823999999999","1.4446852619999999","0.92630168700000004","0.64734690500000003","0.212826051814722","0.23214071127022901","0.500616913"
"genus","ID.143","0.68728062199999995","1.0629823169999999","0.51853865399999999","0.264900313","0.68200308351313799","0.68910937754585999","0.45100601499999998"
"genus","ID.144","0.44651090599999999","0.84822748199999998","0.56959731999999996","0.48519674499999998","0.45544553760623202","0.47118088877735498","0.98291024299999996"
"genus","ID.145","0.84654327399999996","0.96390637800000001","0.85722774199999996","0.75620593300000005","0.84961348873700104","0.84979963099426203","0.63002556700000001"
"genus","ID.146","0.79406437699999999","1.0618277060000001","0.98515103999999998","0.87138800000000005","0.79153852305583206","0.800891775100256","0.73726148300000005"
"genus","ID.147","7.6072916000000004E-2","0.665619246","0.51121697799999999","0.108631509","8.4293038436662804E-2","9.2803529305656607E-2","0.91921735400000004"
"genus","ID.148","0.69280324000000004","0.89366693600000002","7.8649721000000006E-2","0.40983085600000002","0.67030863703406396","0.67413237797036496","0.343663793"
"genus","ID.149","4.5678450000000001E-3","0.560662997","0.173170299","8.0645979999999992E-3","5.8846195895701399E-3","8.8184157325432704E-3","0.67889994200000003"
"genus","ID.150","9.6270271000000004E-2","0.62904542299999999","0.73709030799999997","8.0877977000000004E-2","2.6739302506134401E-2","3.0303907163722801E-2","0.13335301299999999"
"genus","ID.151","0.64348435400000004","0.79498169600000002","0.57662459499999996","0.91524739799999999","0.42626941886537201","0.403277106867382","6.1655E-3"
"genus","ID.152","0.73222213700000005","1.086333655","0.72914659000000004","0.87950492199999997","0.71743362705184899","0.72542289173802499","0.36750907599999999"
"genus","ID.153","0.75107903600000003","0.94094913899999999","0.98552477999999999","0.85159821700000005","0.75599573686721699","0.75903225590814205","0.78578495299999995"
"genus","ID.154","0.572922088","1.107912499","0.512992962","0.29162036400000002","0.56603732473762802","0.58895363112103005","0.94894707599999994"
"genus","ID.155","3.9128409000000003E-2","1.704784184","0.78235110500000005","0.222071829","3.7800461675844797E-2","4.8165180971886601E-2","0.73128594499999999"
"genus","ID.156","0.75589801499999998","1.0850218060000001","0.95527599399999996","0.43952187599999998","0.74861727781906595","0.75967577029374","0.53451656199999997"
"genus","ID.157","0.173014486","0.71468189599999998","0.66060812800000002","0.26344614500000002","0.16011736548798899","0.141481423693469","0.30450157999999999"
"genus","ID.158","0.29390569799999999","0.64885431400000004","0.63047497600000002","0.22616821100000001","0.28695546971207098","0.30829048765519501","0.52994792999999996"
"genus","ID.159","0.37878676999999999","1.26743652","0.20341883799999999","0.49166918199999998","0.36948569660168201","0.39232180976907","0.65039061300000001"
"genus","ID.160","0.89327789999999996","0.94530720599999996","0.86235705200000001","0.16952972099999999","0.854303739758284","0.85264980060277995","9.5021409000000001E-2"
"genus","ID.161","0.57855219300000005","1.2078484709999999","0.76780595699999998","0.698972339","0.46977545771296297","0.46853178889095498","0.13148971000000001"
"genus","ID.162","0.455460219","0.81901749300000004","0.95894721500000002","0.41210984699999997","0.45051665255857698","0.48076844638935401","0.98886942499999997"
"genus","ID.163","0.70597094900000001","1.068690151","0.22560402900000001","0.113803345","0.61160013820030701","0.61179263638689596","0.106191547"
"genus","ID.164","0.95981183999999997","0.98833235399999997","0.73137824299999998","0.672636448","0.94792482049442495","0.947855990238889","0.15546501900000001"
"genus","ID.165","0.130595344","1.83754131","0.97954951999999995","9.9420072999999998E-2","0.13046334638462401","0.14675313031979101","0.483828433"
"genus","ID.166","0.77412328699999999","0.91357639099999999","0.19461642400000001","0.66118700200000002","0.77097072850119897","0.77932828021086498","0.52199599399999996"
"genus","ID.167","0.292343994","1.2477240949999999","0.61766963799999997","0.47133164399999999","0.28285071002043299","0.30391973641126302","0.64776791"
"genus","ID.168","0.77629942900000004","0.94962718099999999","0.37951152799999999","0.71712230300000002","0.78122221840005801","0.78022274163517302","0.61412884599999995"
"genus","ID.169","0.80616917399999999","1.0513924189999999","0.55890139400000005","0.32121853900000003","0.78395398697374497","0.79245724440686505","0.30605580700000001"
"genus","ID.170","0.26588132599999997","0.81020893900000002","0.54567631000000005","0.233074162","0.26840702766873997","0.28768260648385702","0.846398553"
"genus","ID.171","0.90234698800000002","0.98090810500000003","0.19329965599999999","0.91667576500000003","0.90191854575526798","0.90547408592532197","0.85520408999999997"
"genus","ID.172","0.121048508","1.3859501009999999","0.65805928899999999","4.3641921E-2","0.11472603609974399","0.118962397815136","0.42480083000000002"
"genus","ID.173","0.144263162","0.805428017","0.82915414600000004","0.229906573","9.8940310373251905E-2","0.106795039990272","0.27496369799999998"
"genus","ID.174","0.98852241399999996","0.99485959499999999","6.7364829000000001E-2","0.43214234600000001","0.98236363648222103","0.97674684442554505","2.1338820000000001E-3"
"genus","ID.175","0.48267253100000002","1.1582227979999999","0.86121863899999995","0.81963618900000001","0.34820249576308299","0.34393203463937699","0.122675883"
"genus","ID.176","0.58116733700000001","0.84904015499999996","0.256462943","0.80242524900000001","0.51748865629084995","0.52357532854709399","0.22297203600000001"
"genus","ID.177","0.840205482","1.0357313720000001","0.62573441399999996","0.78065106699999998","0.83953978508045901","0.84727835663582796","0.93969620099999995"
"genus","ID.178","0.430496027","0.84513603000000004","0.91244697100000005","0.58619720600000003","0.281007461632936","0.28302546894726499","0.115358803"
"genus","ID.179","0.69527532800000003","1.0515957499999999","0.370031049","0.61002246999999998","0.68831500185841399","0.69803273315075898","0.49371699299999999"
"genus","ID.180","0.92997659600000004","0.97917722699999998","0.97121339900000003","0.97014358099999998","0.93054968679820005","0.93369323023614903","0.97437511899999996"
"genus","ID.181","0.23112681199999999","0.81374946500000001","0.47786318799999999","0.93472190600000005","0.21637406403363099","0.22748172158364599","0.42030377800000002"
"genus","ID.182","0.47572901699999998","1.180440972","0.44508209700000001","0.24282036900000001","0.46779734718231403","0.48651163990153501","0.57332174499999999"
"genus","ID.183","0.39480576299999998","0.71313212699999995","0.99011850300000004","0.657325724","0.212246377271954","0.20659526796941599","9.1480035000000001E-2"
"genus","ID.184","0.88527414699999996","1.0231476799999999","0.585982895","0.72331569900000003","0.87583313641576199","0.88074576597638499","0.36411150799999997"
"genus","ID.185","0.21209829899999999","0.82847079599999995","0.83379233100000005","0.30064353900000002","0.21713150209323201","0.22694929142988801","0.77669052599999999"
"genus","ID.186","0.154005063","1.243191422","0.32977042000000001","0.323519365","0.143805438665459","0.160078944497028","0.52368467799999996"
"genus","ID.187","0.41459343199999998","1.3422514219999999","0.39436932699999999","0.56735085200000002","0.170059026545064","0.160397046268975","6.4247269999999999E-3"
"genus","ID.188","0.69683130000000004","1.0598378669999999","0.46957195400000001","0.84238866400000001","0.68830288153910701","0.71056330721859295","0.98171750899999999"
"genus","ID.189","0.33523762400000001","0.67134293300000003","9.3475415000000006E-2","0.12041885500000001","0.18918001871718501","0.11248806579890699","1.3504425E-2"
"genus","ID.190","0.82842591899999996","0.94519481599999999","0.64148147","0.882929462","0.82982436271805704","0.83253538927287096","0.56136466200000001"
"genus","ID.191","0.19533718","0.74800528200000005","0.41401539300000001","0.60813074899999997","0.21092511101143399","0.21190062092165099","0.62577316500000002"
"genus","ID.192","0.38760381999999999","0.80069202500000003","0.27226104800000001","0.21378831300000001","0.37793509298694999","0.39624261096740798","0.47002932600000003"
"genus","ID.193","0.62944403999999998","1.1185459019999999","0.46035240399999999","0.81569209200000004","0.62680461944203003","0.64757318409273401","0.97438142299999997"
"genus","ID.194","0.97959667500000003","1.005624699","0.60740609700000003","0.724066196","0.97945464424421202","0.97999107928356499","0.569789396"
"genus","ID.195","0.67591474399999996","0.922471912","0.98623867700000001","0.13043475099999999","0.58116092061160096","0.57063537048786805","9.2434505E-2"
